conversion_id,User ID,conversion_timestamp,revenue,status
CONV_00450,25195,2025-02-10 17:54:46,515.17,Completed
CONV_00451,75656,2025-02-10 17:54:55,382.83,Completed
CONV_00452,90125,2025-02-10 17:55:11,301.65,Completed
CONV_00453,84325,2025-02-10 18:00:05,593.34,Completed
CONV_00454,24568,2025-02-10 18:00:26,112.27,Completed
CONV_00455,28400,2025-02-10 18:06:10,343.04,Completed
CONV_00456,81470,2025-02-10 18:06:53,51.87,Completed
CONV_00457,66758,2025-02-10 18:08:10,328.54,Completed
CONV_00458,50176,2025-02-10 18:08:48,79.06,Completed
CONV_00459,74534,2025-02-10 18:09:08,116.88,Completed
CONV_00460,91083,2025-02-10 18:11:13,116.1,Completed
CONV_00461,82505,2025-02-10 18:14:44,437.77,Completed
CONV_00462,89685,2025-02-10 18:16:40,496.36,Completed
CONV_00463,21537,2025-02-10 18:17:18,397.94,Completed
CONV_00464,37903,2025-02-10 18:20:15,627.11,Completed
CONV_00465,39417,2025-02-10 18:27:27,271.8,Completed
CONV_00466,98275,2025-02-10 18:30:49,217.86,Completed
CONV_00467,44859,2025-02-10 18:34:06,570.5,Completed
CONV_00468,42905,2025-02-10 18:34:38,180.28,Completed
CONV_00469,83667,2025-02-10 18:35:56,627.75,Completed
CONV_00470,74629,2025-02-10 18:36:01,52.35,Completed
CONV_00471,79408,2025-02-10 18:36:24,631.78,Completed
CONV_00472,49913,2025-02-10 18:37:47,71.11,Completed
CONV_00473,46373,2025-02-10 18:40:17,584.14,Completed
CONV_00474,61600,2025-02-10 18:44:54,364.26,Completed
CONV_00475,98208,2025-02-10 18:49:03,645.74,Completed
CONV_00476,39131,2025-02-10 18:56:23,89.65,Completed
CONV_00477,68343,2025-02-10 19:01:19,380.08,Completed
CONV_00478,61358,2025-02-10 19:01:47,631.43,Completed
CONV_00479,66858,2025-02-10 19:02:57,361.47,Completed
CONV_00480,10690,2025-02-10 19:03:13,425.79,Completed
CONV_00481,31275,2025-02-10 19:05:16,465.93,Completed
CONV_00482,61504,2025-02-10 19:07:34,320.0,Completed
CONV_00483,17981,2025-02-10 19:07:45,424.67,Completed
CONV_00484,23863,2025-02-10 19:10:38,398.51,Completed
CONV_00485,64521,2025-02-10 19:11:56,590.2,Completed
CONV_00486,41490,2025-02-10 19:15:27,72.5,Completed
CONV_00487,88728,2025-02-10 19:16:42,214.98,Completed
CONV_00488,12225,2025-02-10 19:20:59,620.0,Completed
CONV_00489,79907,2025-02-10 19:22:40,583.61,Completed
CONV_00490,34192,2025-02-10 19:23:51,320.67,Completed
CONV_00491,67175,2025-02-10 19:24:24,420.18,Completed
CONV_00492,13528,2025-02-10 19:26:50,212.82,Completed
CONV_00493,90001,2025-02-10 19:28:07,158.81,Completed
CONV_00494,30380,2025-02-10 19:31:34,325.54,Completed
CONV_00495,91512,2025-02-10 19:31:53,258.78,Completed
CONV_00496,62494,2025-02-10 19:31:54,398.11,Completed
CONV_00497,30521,2025-02-10 19:32:24,92.03,Completed
CONV_00498,83312,2025-02-10 19:33:49,634.51,Completed
CONV_00499,27925,2025-02-10 19:34:19,641.66,Completed
CONV_00500,30446,2025-02-10 19:35:16,467.39,Completed
CONV_00501,63710,2025-02-10 19:36:02,369.34,Completed
CONV_00502,19971,2025-02-10 19:37:46,232.26,Completed
CONV_00503,47473,2025-02-10 19:37:58,537.35,Completed
CONV_00504,62615,2025-02-10 19:38:30,459.26,Completed
CONV_00505,60493,2025-02-10 19:39:33,143.38,Completed
CONV_00506,45608,2025-02-10 19:40:52,596.11,Completed
CONV_00507,17598,2025-02-10 19:41:42,542.64,Completed
CONV_00508,72028,2025-02-10 19:44:23,619.63,Completed
CONV_00509,91950,2025-02-10 19:44:30,484.06,Completed
CONV_00510,85470,2025-02-10 19:52:14,416.12,Completed
CONV_00511,56961,2025-02-10 19:52:25,298.04,Completed
CONV_00512,51578,2025-02-10 19:53:09,609.3,Completed
CONV_00513,24581,2025-02-10 19:57:12,568.97,Completed
CONV_00514,19400,2025-02-10 19:59:57,72.36,Completed
CONV_00515,68641,2025-02-10 20:01:12,60.95,Completed
CONV_00516,19651,2025-02-10 20:01:38,272.76,Completed
CONV_00517,78441,2025-02-10 20:02:39,535.38,Completed
CONV_00518,78712,2025-02-10 20:04:01,642.3,Completed
CONV_00519,58945,2025-02-10 20:06:52,136.0,Completed
CONV_00520,30842,2025-02-10 20:07:12,404.45,Completed
CONV_00521,27666,2025-02-10 20:09:35,275.44,Completed
CONV_00522,93014,2025-02-10 20:09:38,631.8,Completed
CONV_00523,44982,2025-02-10 20:10:56,554.48,Completed
CONV_00524,10556,2025-02-10 20:13:06,552.19,Completed
CONV_00525,69602,2025-02-10 20:16:06,328.56,Completed
CONV_00526,11784,2025-02-10 20:17:25,295.97,Completed
CONV_00527,16255,2025-02-10 20:18:24,210.41,Completed
CONV_00528,17656,2025-02-10 20:21:42,79.11,Completed
CONV_00529,13465,2025-02-10 20:21:51,568.16,Completed
CONV_00530,33545,2025-02-10 20:21:59,536.81,Completed
CONV_00531,66854,2025-02-10 20:23:48,649.83,Completed
CONV_00532,84492,2025-02-10 20:25:33,647.97,Completed
CONV_00533,34087,2025-02-10 20:29:46,381.04,Completed
CONV_00534,96855,2025-02-10 20:30:48,510.24,Completed
CONV_00535,11914,2025-02-10 20:30:54,616.58,Completed
CONV_00536,78076,2025-02-10 20:32:49,559.04,Completed
CONV_00537,81952,2025-02-10 20:35:42,194.65,Completed
CONV_00538,68119,2025-02-10 20:41:17,317.58,Completed
CONV_00539,47781,2025-02-10 20:42:46,123.14,Completed
CONV_00540,26291,2025-02-10 20:44:52,622.2,Completed
CONV_00541,18871,2025-02-10 20:46:33,411.74,Completed
CONV_00542,17619,2025-02-10 20:48:01,183.33,Completed
CONV_00543,64113,2025-02-10 20:49:40,451.38,Completed
CONV_00544,44882,2025-02-10 20:50:32,418.97,Completed
CONV_00545,68585,2025-02-10 20:52:33,261.69,Completed
CONV_00546,80653,2025-02-10 20:52:48,113.7,Completed
CONV_00547,91918,2025-02-10 20:52:49,451.3,Completed
CONV_00548,12350,2025-02-10 20:53:34,359.79,Completed
CONV_00549,28948,2025-02-10 20:53:36,512.25,Completed
CONV_00550,55767,2025-02-10 20:53:55,359.7,Completed
CONV_00551,76040,2025-02-10 20:54:43,560.57,Completed
CONV_00552,24215,2025-02-10 20:56:27,378.9,Completed
CONV_00553,73835,2025-02-10 20:58:16,384.37,Completed
CONV_00554,76181,2025-02-10 21:00:08,575.38,Completed
CONV_00555,41146,2025-02-10 21:01:21,289.11,Completed
CONV_00556,96672,2025-02-10 21:04:17,126.08,Completed
CONV_00557,41874,2025-02-10 21:05:00,62.41,Completed
CONV_00558,53419,2025-02-10 21:05:07,501.86,Completed
CONV_00559,31185,2025-02-10 21:05:16,420.29,Completed
CONV_00560,15239,2025-02-10 21:06:37,470.97,Completed
CONV_00561,23927,2025-02-10 21:07:07,173.84,Completed
CONV_00562,29664,2025-02-10 21:07:30,127.5,Completed
CONV_00563,33979,2025-02-10 21:07:57,53.8,Completed
CONV_00564,74772,2025-02-10 21:10:17,257.11,Completed
CONV_00565,41115,2025-02-10 21:14:27,401.9,Completed
CONV_00566,83626,2025-02-10 21:16:27,282.31,Completed
CONV_00567,13480,2025-02-10 21:16:55,309.67,Completed
CONV_00568,66454,2025-02-10 21:17:49,592.02,Completed
CONV_00569,92555,2025-02-10 21:18:26,255.69,Completed
CONV_00570,33292,2025-02-10 21:20:04,355.96,Completed
CONV_00571,73838,2025-02-10 21:20:41,519.11,Completed
CONV_00572,87204,2025-02-10 21:22:00,284.91,Completed
CONV_00573,70502,2025-02-10 21:23:57,421.36,Completed
CONV_00574,55513,2025-02-10 21:26:03,566.73,Completed
CONV_00575,25544,2025-02-10 21:26:26,619.46,Completed
CONV_00576,62203,2025-02-10 21:26:48,133.98,Completed
CONV_00577,89240,2025-02-10 21:27:53,605.59,Completed
CONV_00578,22755,2025-02-10 21:30:43,342.73,Completed
CONV_00579,98517,2025-02-10 21:32:43,201.24,Completed
CONV_00580,64955,2025-02-10 21:33:04,322.78,Completed
CONV_00581,13534,2025-02-10 21:33:06,637.92,Completed
CONV_00582,96454,2025-02-10 21:33:11,343.03,Completed
CONV_00583,55333,2025-02-10 21:33:46,243.89,Completed
CONV_00584,94174,2025-02-10 21:36:11,428.21,Completed
CONV_00585,26253,2025-02-10 21:36:15,190.29,Completed
CONV_00586,46911,2025-02-10 21:47:23,90.9,Completed
CONV_00587,89395,2025-02-10 21:53:41,122.97,Completed
CONV_00588,51669,2025-02-10 21:54:12,122.47,Completed
CONV_00589,30429,2025-02-10 21:54:15,136.9,Completed
CONV_00590,39185,2025-02-10 21:55:05,128.99,Completed
CONV_00591,38252,2025-02-10 21:56:50,432.73,Completed
CONV_00592,54727,2025-02-10 21:57:12,155.04,Completed
CONV_00593,55886,2025-02-10 21:58:07,254.13,Completed
CONV_00594,71839,2025-02-10 21:58:21,587.56,Completed
CONV_00595,91966,2025-02-10 21:59:06,331.75,Completed
CONV_00596,90415,2025-02-10 21:59:18,448.87,Completed
CONV_00597,92972,2025-02-10 21:59:56,149.25,Completed
CONV_00598,25633,2025-02-10 22:00:10,161.33,Completed
CONV_00599,82668,2025-02-10 22:01:15,69.73,Completed
CONV_00600,11257,2025-02-10 22:01:51,147.21,Completed
CONV_00601,64713,2025-02-10 22:02:45,213.55,Completed
CONV_00602,82050,2025-02-10 22:04:48,152.09,Completed
CONV_00603,44484,2025-02-10 22:05:19,98.67,Completed
CONV_00604,60469,2025-02-10 22:06:17,117.98,Completed
CONV_00605,77098,2025-02-10 22:08:09,323.77,Completed
CONV_00606,18699,2025-02-10 22:08:21,169.83,Completed
CONV_00607,11611,2025-02-10 22:09:08,265.38,Completed
CONV_00608,25765,2025-02-10 22:12:32,349.57,Completed
CONV_00609,91703,2025-02-10 22:12:52,462.69,Completed
CONV_00610,91449,2025-02-10 22:13:02,68.78,Completed
CONV_00611,67935,2025-02-10 22:15:53,528.64,Completed
CONV_00612,69433,2025-02-10 22:25:14,424.88,Completed
CONV_00613,59611,2025-02-10 22:26:36,94.46,Completed
CONV_00614,39379,2025-02-10 22:28:29,573.52,Completed
CONV_00615,79941,2025-02-10 22:29:22,602.13,Completed
CONV_00616,51437,2025-02-10 22:29:41,81.95,Completed
CONV_00617,98843,2025-02-10 22:29:58,212.51,Completed
CONV_00618,92692,2025-02-10 22:34:42,532.75,Completed
CONV_00619,61234,2025-02-10 22:35:38,497.7,Completed
CONV_00620,15491,2025-02-10 22:36:31,156.64,Completed
CONV_00621,77374,2025-02-10 22:36:52,171.66,Completed
CONV_00622,72415,2025-02-10 22:37:04,269.14,Completed
CONV_00623,45208,2025-02-10 22:37:35,338.14,Completed
CONV_00624,48850,2025-02-10 22:38:58,419.04,Completed
CONV_00625,26918,2025-02-10 22:39:35,268.19,Completed
CONV_00626,58020,2025-02-10 22:39:56,324.83,Completed
CONV_00627,75201,2025-02-10 22:41:17,497.22,Completed
CONV_00628,61352,2025-02-10 22:41:40,67.19,Completed
CONV_00629,59198,2025-02-10 22:43:46,197.72,Completed
CONV_00630,42914,2025-02-10 22:44:06,476.58,Completed
CONV_00631,80298,2025-02-10 22:46:36,586.6,Completed
CONV_00632,38046,2025-02-10 22:48:42,354.56,Completed
CONV_00633,45476,2025-02-10 22:48:45,366.93,Completed
CONV_00634,16536,2025-02-10 22:54:59,109.84,Completed
CONV_00635,66042,2025-02-10 22:56:40,315.68,Completed
CONV_00636,61578,2025-02-10 22:58:05,367.23,Completed
CONV_00637,31278,2025-02-10 23:00:52,191.69,Completed
CONV_00638,95962,2025-02-10 23:01:20,207.89,Completed
CONV_00639,21314,2025-02-10 23:04:18,273.26,Completed
CONV_00640,38349,2025-02-10 23:07:17,57.14,Completed
CONV_00641,11107,2025-02-10 23:07:49,239.86,Completed
CONV_00642,11741,2025-02-10 23:08:27,172.93,Completed
CONV_00643,51057,2025-02-10 23:09:36,243.14,Completed
CONV_00644,95511,2025-02-10 23:13:47,117.46,Completed
CONV_00645,50840,2025-02-10 23:15:19,583.77,Completed
CONV_00646,68751,2025-02-10 23:15:24,404.12,Completed
CONV_00647,85022,2025-02-10 23:15:58,455.86,Completed
CONV_00648,24765,2025-02-10 23:17:02,522.45,Completed
CONV_00649,31937,2025-02-10 23:21:36,346.56,Completed
CONV_00650,14987,2025-02-10 23:21:49,97.59,Completed
CONV_00651,97335,2025-02-10 23:23:57,369.95,Completed
CONV_00652,36731,2025-02-10 23:24:18,400.04,Completed
CONV_00653,82259,2025-02-10 23:25:57,495.99,Completed
CONV_00654,86091,2025-02-10 23:27:30,306.15,Completed
CONV_00655,60345,2025-02-10 23:27:47,122.19,Completed
CONV_00656,66008,2025-02-10 23:28:13,216.68,Completed
CONV_00657,60772,2025-02-10 23:29:31,264.66,Completed
CONV_00658,78882,2025-02-10 23:29:40,435.78,Completed
CONV_00659,59188,2025-02-10 23:32:07,390.32,Completed
CONV_00660,89132,2025-02-10 23:32:44,260.44,Completed
CONV_00661,61401,2025-02-10 23:32:53,641.84,Completed
CONV_00662,89340,2025-02-10 23:33:07,411.49,Completed
CONV_00663,16916,2025-02-10 23:33:39,188.52,Completed
CONV_00664,52320,2025-02-10 23:34:17,106.58,Completed
CONV_00665,30447,2025-02-10 23:34:30,137.48,Completed
CONV_00666,97726,2025-02-10 23:34:46,193.8,Completed
CONV_00667,42610,2025-02-10 23:35:19,142.21,Completed
CONV_00668,54549,2025-02-10 23:35:37,157.87,Completed
CONV_00669,54739,2025-02-10 23:39:06,217.48,Completed
CONV_00670,68649,2025-02-10 23:42:05,149.89,Completed
CONV_00671,62843,2025-02-10 23:42:17,587.54,Completed
CONV_00672,42671,2025-02-10 23:42:38,93.54,Completed
CONV_00673,36005,2025-02-10 23:45:11,362.33,Completed
CONV_00674,36115,2025-02-10 23:47:03,293.29,Completed
CONV_00675,98014,2025-02-10 23:47:07,639.34,Completed
CONV_00676,54700,2025-02-10 23:47:24,112.78,Completed
CONV_00677,67051,2025-02-10 23:47:39,285.7,Completed
CONV_00678,74272,2025-02-10 23:55:54,631.53,Completed
CONV_00679,59077,2025-02-10 23:57:13,568.63,Completed
CONV_00680,49665,2025-02-10 23:59:09,539.33,Completed
CONV_00681,49271,2025-02-11 00:00:04,201.03,Completed
CONV_00682,54089,2025-02-11 00:00:27,148.39,Completed
CONV_00683,26693,2025-02-11 00:00:43,449.53,Completed
CONV_00684,55980,2025-02-11 00:03:53,607.27,Completed
CONV_00685,30955,2025-02-11 00:04:14,381.84,Completed
CONV_00686,25628,2025-02-11 00:08:12,390.83,Completed
CONV_00687,17614,2025-02-11 00:09:06,214.39,Completed
CONV_00688,96546,2025-02-11 00:10:59,510.54,Completed
CONV_00689,61529,2025-02-11 00:11:18,158.16,Completed
CONV_00690,24761,2025-02-11 00:17:39,240.83,Completed
CONV_00691,24413,2025-02-11 00:19:17,302.39,Completed
CONV_00692,35942,2025-02-11 00:20:03,352.1,Completed
CONV_00693,90751,2025-02-11 00:20:15,191.66,Completed
CONV_00694,46618,2025-02-11 00:22:52,114.48,Completed
CONV_00695,23747,2025-02-11 00:24:51,414.43,Completed
CONV_00696,93973,2025-02-11 00:25:03,219.62,Completed
CONV_00697,84925,2025-02-11 00:25:58,396.65,Completed
CONV_00698,54115,2025-02-11 00:26:07,138.39,Completed
CONV_00699,18582,2025-02-11 00:27:07,336.09,Completed
CONV_00700,77748,2025-02-11 00:29:12,367.22,Completed
CONV_00701,37916,2025-02-11 00:29:35,76.35,Completed
CONV_00702,27505,2025-02-11 00:31:10,248.65,Completed
CONV_00703,25403,2025-02-11 00:32:15,126.32,Completed
CONV_00704,34641,2025-02-11 00:32:28,83.34,Completed
CONV_00705,90516,2025-02-11 00:34:54,643.93,Completed
CONV_00706,59033,2025-02-11 00:35:12,240.02,Completed
CONV_00707,47302,2025-02-11 00:39:28,534.97,Completed
CONV_00708,56094,2025-02-11 00:41:31,199.06,Completed
CONV_00709,25134,2025-02-11 00:41:35,457.31,Completed
CONV_00710,65233,2025-02-11 00:41:45,504.94,Completed
CONV_00711,85902,2025-02-11 00:42:09,405.36,Completed
CONV_00712,55176,2025-02-11 00:43:46,330.3,Completed
CONV_00713,74192,2025-02-11 00:43:52,294.16,Completed
CONV_00714,61829,2025-02-11 00:48:44,256.07,Completed
CONV_00715,25290,2025-02-11 00:54:57,607.37,Completed
CONV_00716,99093,2025-02-11 00:55:27,547.52,Completed
CONV_00717,80604,2025-02-11 00:56:49,628.84,Completed
CONV_00718,15924,2025-02-11 00:57:30,120.2,Completed
CONV_00719,29800,2025-02-11 00:58:13,487.17,Completed
CONV_00720,88567,2025-02-11 00:58:23,612.7,Completed
CONV_00721,45058,2025-02-11 01:02:18,154.65,Completed
CONV_00722,10028,2025-02-11 01:03:57,85.23,Completed
CONV_00723,95303,2025-02-11 01:08:27,493.38,Completed
CONV_00724,45832,2025-02-11 01:09:27,392.56,Completed
CONV_00725,62558,2025-02-11 01:13:48,554.31,Completed
CONV_00726,19517,2025-02-11 01:16:18,129.56,Completed
CONV_00727,82938,2025-02-11 01:16:53,526.14,Completed
CONV_00728,46924,2025-02-11 01:16:55,166.98,Completed
CONV_00729,54741,2025-02-11 01:18:21,144.01,Completed
CONV_00730,53220,2025-02-11 01:18:30,144.38,Completed
CONV_00731,13102,2025-02-11 01:19:16,537.82,Completed
CONV_00732,31308,2025-02-11 01:20:11,447.44,Completed
CONV_00733,78262,2025-02-11 01:20:51,361.45,Completed
CONV_00734,81908,2025-02-11 01:22:01,262.09,Completed
CONV_00735,70773,2025-02-11 01:22:22,575.71,Completed
CONV_00736,29238,2025-02-11 01:22:47,282.43,Completed
CONV_00737,83093,2025-02-11 01:23:15,539.04,Completed
CONV_00738,80804,2025-02-11 01:24:26,310.68,Completed
CONV_00739,94722,2025-02-11 01:27:44,273.05,Completed
CONV_00740,53232,2025-02-11 01:27:46,324.92,Completed
CONV_00741,40350,2025-02-11 01:30:06,227.33,Completed
CONV_00742,86824,2025-02-11 01:33:05,497.3,Completed
CONV_00743,60484,2025-02-11 01:33:08,349.15,Completed
CONV_00744,33960,2025-02-11 01:33:38,185.49,Completed
CONV_00745,94623,2025-02-11 01:35:08,589.24,Completed
CONV_00746,76276,2025-02-11 01:35:09,277.25,Completed
CONV_00747,73566,2025-02-11 01:36:01,373.85,Completed
CONV_00748,21824,2025-02-11 01:37:05,593.42,Completed
CONV_00749,57996,2025-02-11 01:39:58,422.66,Completed
CONV_00750,54215,2025-02-11 01:40:02,115.72,Completed
CONV_00751,33255,2025-02-11 01:40:55,613.6,Completed
CONV_00752,36308,2025-02-11 01:40:58,424.76,Completed
CONV_00753,97201,2025-02-11 01:41:24,247.62,Completed
CONV_00754,74028,2025-02-11 01:42:16,129.26,Completed
CONV_00755,36858,2025-02-11 01:42:24,525.39,Completed
CONV_00756,99065,2025-02-11 01:45:40,420.14,Completed
CONV_00757,60226,2025-02-11 01:46:40,367.74,Completed
CONV_00758,97825,2025-02-11 01:46:57,585.81,Completed
CONV_00759,27735,2025-02-11 01:49:42,522.1,Completed
CONV_00760,74738,2025-02-11 01:49:50,136.76,Completed
CONV_00761,33593,2025-02-11 01:50:46,233.59,Completed
CONV_00762,99153,2025-02-11 01:51:00,195.34,Completed
CONV_00763,81847,2025-02-11 01:51:08,495.09,Completed
CONV_00764,90114,2025-02-11 01:55:18,65.29,Completed
CONV_00765,41563,2025-02-11 01:55:26,389.78,Completed
CONV_00766,22992,2025-02-11 02:03:41,506.29,Completed
CONV_00767,30910,2025-02-11 02:03:43,575.44,Completed
CONV_00768,38392,2025-02-11 02:06:55,251.96,Completed
CONV_00769,60095,2025-02-11 02:07:04,541.86,Completed
CONV_00770,57141,2025-02-11 02:07:19,111.93,Completed
CONV_00771,64436,2025-02-11 02:09:24,557.1,Completed
CONV_00772,43298,2025-02-11 02:10:47,122.13,Completed
CONV_00773,62862,2025-02-11 02:10:56,285.36,Completed
CONV_00774,72741,2025-02-11 02:13:03,527.36,Completed
CONV_00775,52646,2025-02-11 02:15:49,135.7,Completed
CONV_00776,54005,2025-02-11 02:16:52,183.7,Completed
CONV_00777,45564,2025-02-11 02:17:58,481.96,Completed
CONV_00778,43398,2025-02-11 02:18:30,480.62,Completed
CONV_00779,13186,2025-02-11 02:18:57,432.89,Completed
CONV_00780,99149,2025-02-11 02:20:28,464.84,Completed
CONV_00781,44261,2025-02-11 02:20:28,373.35,Completed
CONV_00782,61655,2025-02-11 02:21:27,197.34,Completed
CONV_00783,80552,2025-02-11 02:23:01,254.15,Completed
CONV_00784,72561,2025-02-11 02:24:58,154.87,Completed
CONV_00785,42809,2025-02-11 02:25:16,594.61,Completed
CONV_00786,17879,2025-02-11 02:26:44,397.95,Completed
CONV_00787,33497,2025-02-11 02:31:29,287.52,Completed
CONV_00788,46268,2025-02-11 02:33:15,324.51,Completed
CONV_00789,56968,2025-02-11 02:36:22,618.11,Completed
CONV_00790,56987,2025-02-11 02:38:14,137.78,Completed
CONV_00791,10255,2025-02-11 02:38:51,399.67,Completed
CONV_00792,55035,2025-02-11 02:39:22,351.06,Completed
CONV_00793,64142,2025-02-11 02:42:55,414.93,Completed
CONV_00794,20632,2025-02-11 02:46:25,55.96,Completed
CONV_00795,92921,2025-02-11 02:46:32,572.63,Completed
CONV_00796,24833,2025-02-11 02:47:01,608.93,Completed
CONV_00797,46667,2025-02-11 02:47:46,386.91,Completed
CONV_00798,71570,2025-02-11 02:48:49,466.47,Completed
CONV_00799,83703,2025-02-11 02:50:24,603.11,Completed
CONV_00800,26437,2025-02-11 02:52:23,472.88,Completed
CONV_00801,34094,2025-02-11 02:54:00,137.29,Completed
CONV_00802,23671,2025-02-11 02:55:02,393.65,Completed
CONV_00803,25147,2025-02-11 02:58:49,412.06,Completed
CONV_00804,25845,2025-02-11 02:58:54,301.6,Completed
CONV_00805,28144,2025-02-11 02:59:09,490.55,Completed
CONV_00806,97087,2025-02-11 03:00:20,610.29,Completed
CONV_00807,12712,2025-02-11 03:01:23,604.97,Completed
CONV_00808,97280,2025-02-11 03:02:08,317.76,Completed
CONV_00809,34708,2025-02-11 03:02:14,113.51,Completed
CONV_00810,38457,2025-02-11 03:04:12,640.83,Completed
CONV_00811,80670,2025-02-11 03:04:58,552.53,Completed
CONV_00812,32402,2025-02-11 03:05:23,120.42,Completed
CONV_00813,49297,2025-02-11 03:06:15,602.11,Completed
CONV_00814,31200,2025-02-11 03:06:24,571.29,Completed
CONV_00815,48732,2025-02-11 03:06:59,358.9,Completed
CONV_00816,32709,2025-02-11 03:08:11,402.72,Completed
CONV_00817,70604,2025-02-11 03:08:16,286.4,Completed
CONV_00818,31833,2025-02-11 03:09:38,78.13,Completed
CONV_00819,38857,2025-02-11 03:11:08,247.79,Completed
CONV_00820,44991,2025-02-11 03:11:31,530.73,Completed
CONV_00821,35961,2025-02-11 03:12:59,47.8,Completed
CONV_00822,17133,2025-02-11 03:13:11,246.77,Completed
CONV_00823,59110,2025-02-11 03:13:16,285.89,Completed
CONV_00824,23216,2025-02-11 03:14:10,370.12,Completed
CONV_00825,40130,2025-02-11 03:15:53,601.51,Completed
CONV_00826,20510,2025-02-11 03:15:57,254.54,Completed
CONV_00827,48493,2025-02-11 03:18:21,254.91,Completed
CONV_00828,16785,2025-02-11 03:19:15,491.19,Completed
CONV_00829,34551,2025-02-11 03:19:17,318.59,Completed
CONV_00830,68774,2025-02-11 03:22:07,180.89,Completed
CONV_00831,88142,2025-02-11 03:22:30,318.73,Completed
CONV_00832,72244,2025-02-11 03:22:34,130.22,Completed
CONV_00833,81168,2025-02-11 03:24:51,151.71,Completed
CONV_00834,19097,2025-02-11 03:26:48,346.51,Completed
CONV_00835,64781,2025-02-11 03:29:11,298.45,Completed
CONV_00836,25959,2025-02-11 03:29:51,598.48,Completed
CONV_00837,23206,2025-02-11 03:30:24,264.25,Completed
CONV_00838,19350,2025-02-11 03:31:26,396.26,Completed
CONV_00839,23799,2025-02-11 03:32:40,427.52,Completed
CONV_00840,25229,2025-02-11 03:32:51,52.92,Completed
CONV_00841,18565,2025-02-11 03:33:09,446.44,Completed
CONV_00842,63511,2025-02-11 03:33:47,152.71,Completed
CONV_00843,80944,2025-02-11 03:34:14,626.45,Completed
CONV_00844,89619,2025-02-11 03:35:24,134.94,Completed
CONV_00845,76717,2025-02-11 03:36:36,295.85,Completed
CONV_00846,42806,2025-02-11 03:37:43,96.64,Completed
CONV_00847,82712,2025-02-11 03:38:45,648.11,Completed
CONV_00848,46738,2025-02-11 03:44:12,348.83,Completed
CONV_00849,63323,2025-02-11 03:44:38,405.21,Completed
CONV_00850,32900,2025-02-11 03:45:37,85.58,Completed
CONV_00851,71259,2025-02-11 03:49:44,498.73,Completed
CONV_00852,67074,2025-02-11 03:51:56,171.99,Completed
CONV_00853,74763,2025-02-11 03:52:22,588.32,Completed
CONV_00854,85732,2025-02-11 03:52:27,169.11,Completed
CONV_00855,73457,2025-02-11 03:53:59,160.37,Completed
CONV_00856,60852,2025-02-11 03:54:32,67.11,Completed
CONV_00857,31285,2025-02-11 03:55:24,330.6,Completed
CONV_00858,88094,2025-02-11 03:55:37,386.73,Completed
CONV_00859,81888,2025-02-11 03:56:04,84.75,Completed
CONV_00860,60487,2025-02-11 03:56:07,514.19,Completed
CONV_00861,84395,2025-02-11 03:56:10,319.24,Completed
CONV_00862,91679,2025-02-11 03:57:10,362.26,Completed
CONV_00863,50839,2025-02-11 03:58:41,311.66,Completed
CONV_00864,94431,2025-02-11 03:59:12,287.46,Completed
CONV_00865,71979,2025-02-11 04:01:26,383.58,Completed
CONV_00866,22723,2025-02-11 04:03:13,138.92,Completed
CONV_00867,81937,2025-02-11 04:06:09,155.07,Completed
CONV_00868,92699,2025-02-11 04:06:13,566.38,Completed
CONV_00869,72040,2025-02-11 04:07:46,617.4,Completed
CONV_00870,39628,2025-02-11 04:09:15,270.85,Completed
CONV_00871,60859,2025-02-11 04:09:55,208.8,Completed
CONV_00872,67466,2025-02-11 04:12:24,434.62,Completed
CONV_00873,36148,2025-02-11 04:12:46,292.28,Completed
CONV_00874,69301,2025-02-11 04:13:41,60.36,Completed
CONV_00875,80481,2025-02-11 04:14:12,139.47,Completed
CONV_00876,44026,2025-02-11 04:14:39,478.16,Completed
CONV_00877,41612,2025-02-11 04:15:47,443.65,Completed
CONV_00878,27589,2025-02-11 04:16:26,61.39,Completed
CONV_00879,59281,2025-02-11 04:18:01,179.29,Completed
CONV_00880,45981,2025-02-11 04:18:23,184.8,Completed
CONV_00881,73286,2025-02-11 04:18:32,451.5,Completed
CONV_00882,20999,2025-02-11 04:20:35,56.92,Completed
CONV_00883,89770,2025-02-11 04:22:06,107.99,Completed
CONV_00884,52720,2025-02-11 04:22:11,528.95,Completed
CONV_00885,30888,2025-02-11 04:23:04,153.02,Completed
CONV_00886,44528,2025-02-11 04:23:50,439.91,Completed
CONV_00887,95114,2025-02-11 04:24:09,189.1,Completed
CONV_00888,12806,2025-02-11 04:26:25,105.16,Completed
CONV_00889,49366,2025-02-11 04:26:55,192.12,Completed
CONV_00890,73029,2025-02-11 04:29:30,481.97,Completed
CONV_00891,27306,2025-02-11 04:29:32,562.7,Completed
CONV_00892,66625,2025-02-11 04:30:08,547.28,Completed
CONV_00893,96523,2025-02-11 04:30:15,285.3,Completed
CONV_00894,39287,2025-02-11 04:30:36,449.19,Completed
CONV_00895,56993,2025-02-11 04:31:24,169.02,Completed
CONV_00896,37121,2025-02-11 04:32:26,222.35,Completed
CONV_00897,78945,2025-02-11 04:32:49,587.28,Completed
CONV_00898,95739,2025-02-11 04:33:40,52.87,Completed
CONV_00899,52260,2025-02-11 04:33:55,96.73,Completed
