log_id,User ID,Timestamp,Channel,Campaign
LOG_002153,73487,2025-02-10 23:04:24,Direct Traffic,Organic_Direct
LOG_002154,68751,2025-02-11 11:57:12,Referral,Brand Awareness
LOG_002155,94722,2025-02-10 13:23:24,Referral,Brand Awareness
LOG_002156,37186,2025-02-11 12:18:31,Display Ads,Winter Sale
LOG_002157,90213,2025-02-10 15:11:59,Social Media,Discount Offer
LOG_002158,61514,2025-02-11 08:38:28,Email,Brand Awareness
LOG_002159,20111,2025-02-10 10:21:00,Referral,Winter Sale
LOG_002160,79404,2025-02-10 00:36:23,Social Media,Winter Sale
LOG_002161,13184,2025-02-10 15:08:40,Display Ads,Winter Sale
LOG_002162,26109,2025-02-11 16:33:36,Social Media,Winter Sale
LOG_002163,61947,2025-02-10 11:32:02,Search Ads,Brand Awareness
LOG_002164,51785,2025-02-11 23:27:58,Direct Traffic,Organic_Direct
LOG_002165,85682,2025-02-11 06:19:44,Social Media,Retargeting
LOG_002166,23839,2025-02-10 13:13:16,Social Media,Retargeting
LOG_002167,16536,2025-02-10 07:19:13,Search Ads,Organic_Direct
LOG_002168,45202,2025-02-10 01:04:44,Direct Traffic,Organic_Direct
LOG_002169,86112,2025-02-11 15:41:00,Display Ads,New Product Launch
LOG_002170,42914,2025-02-10 22:44:06,Referral,Discount Offer
LOG_002171,85046,2025-02-10 04:51:41,Display Ads,Brand Awareness
LOG_002172,24014,2025-02-10 03:10:12,Search Ads,Organic_Direct
LOG_002173,30955,2025-02-10 23:02:07,Social Media,Retargeting
LOG_002174,69737,2025-02-11 02:14:26,Referral,New Product Launch
LOG_002175,45340,2025-02-11 15:49:23,Referral,New Product Launch
LOG_002176,91449,2025-02-10 22:15:09,Display Ads,Winter Sale
LOG_002177,93476,2025-02-10 09:36:23,Social Media,Discount Offer
LOG_002178,38286,2025-02-11 23:56:40,Search Ads,New Product Launch
LOG_002179,93764,2025-02-11 17:31:07,Email,New Product Launch
LOG_002180,42580,2025-02-10 04:42:38,Social Media,Brand Awareness
LOG_002181,72819,2025-02-10 13:25:55,Social Media,Organic_Direct
LOG_002182,56987,2025-02-10 20:58:03,Referral,New Product Launch
LOG_002183,79602,2025-02-11 04:45:16,Search Ads,Retargeting
LOG_002184,15277,2025-02-10 03:27:53,Search Ads,Retargeting
LOG_002185,27344,2025-02-10 17:05:42,Display Ads,Retargeting
LOG_002186,64742,2025-02-10 21:21:48,Referral,Retargeting
LOG_002187,88521,2025-02-10 23:54:42,Search Ads,Brand Awareness
LOG_002188,19507,2025-02-10 18:58:15,Referral,New Product Launch
LOG_002189,33190,2025-02-11 23:06:17,Search Ads,Winter Sale
LOG_002190,80259,2025-02-11 21:47:58,Email,Winter Sale
LOG_002191,30651,2025-02-11 07:49:27,Referral,Organic_Direct
LOG_002192,70222,2025-02-10 20:23:51,Referral,Retargeting
LOG_002193,28751,2025-02-10 01:43:38,Social Media,Retargeting
LOG_002194,80938,2025-02-11 08:06:24,Social Media,New Product Launch
LOG_002195,52320,2025-02-10 15:24:47,Referral,Winter Sale
LOG_002196,62564,2025-02-11 20:45:29,Email,New Product Launch
LOG_002197,68632,2025-02-10 12:35:35,Referral,Brand Awareness
LOG_002198,10654,2025-02-11 19:49:54,Display Ads,Discount Offer
LOG_002199,46954,2025-02-10 22:39:58,Referral,Winter Sale
LOG_002200,86706,2025-02-10 02:45:10,Search Ads,Organic_Direct
LOG_002201,29461,2025-02-10 01:08:24,Referral,Winter Sale
LOG_002202,78712,2025-02-11 23:09:42,Search Ads,Retargeting
LOG_002203,41174,2025-02-10 07:49:48,Referral,Winter Sale
LOG_002204,26693,2025-02-10 15:40:37,Display Ads,Retargeting
LOG_002205,30274,2025-02-11 15:11:18,Display Ads,Brand Awareness
LOG_002206,21595,2025-02-11 02:18:08,Social Media,New Product Launch
LOG_002207,52408,2025-02-10 15:23:48,Search Ads,Retargeting
LOG_002208,40937,2025-02-10 06:23:24,Social Media,New Product Launch
LOG_002209,96007,2025-02-10 22:47:50,Referral,Organic_Direct
LOG_002210,18845,2025-02-11 22:19:25,Social Media,Organic_Direct
LOG_002211,98788,2025-02-11 20:10:26,Display Ads,Discount Offer
LOG_002212,93576,2025-02-10 18:47:22,Direct Traffic,Organic_Direct
LOG_002213,62494,2025-02-10 06:10:05,Referral,Retargeting
LOG_002214,27571,2025-02-11 08:52:17,Search Ads,Discount Offer
LOG_002215,37591,2025-02-10 13:25:07,Referral,Brand Awareness
LOG_002216,41874,2025-02-10 04:09:10,Search Ads,Organic_Direct
LOG_002217,85426,2025-02-11 23:19:09,Referral,Retargeting
LOG_002218,45845,2025-02-10 20:04:34,Search Ads,New Product Launch
LOG_002219,28918,2025-02-10 01:28:23,Direct Traffic,Organic_Direct
LOG_002220,96656,2025-02-11 04:58:13,Social Media,Winter Sale
LOG_002221,28505,2025-02-10 09:16:11,Email,Organic_Direct
LOG_002222,62101,2025-02-11 16:40:50,Email,Discount Offer
LOG_002223,54821,2025-02-10 15:29:49,Display Ads,Organic_Direct
LOG_002224,22385,2025-02-11 19:13:18,Referral,Discount Offer
LOG_002225,35661,2025-02-11 05:48:47,Search Ads,Discount Offer
LOG_002226,89813,2025-02-10 07:54:47,Display Ads,Retargeting
LOG_002227,54821,2025-02-11 11:08:30,Display Ads,Retargeting
LOG_002228,43883,2025-02-11 02:48:54,Display Ads,Winter Sale
LOG_002229,42905,2025-02-10 01:31:34,Search Ads,New Product Launch
LOG_002230,98079,2025-02-11 05:54:44,Search Ads,Discount Offer
LOG_002231,60799,2025-02-11 01:04:33,Email,Winter Sale
LOG_002232,27666,2025-02-10 13:54:24,Search Ads,New Product Launch
LOG_002233,74549,2025-02-10 12:32:42,Search Ads,Retargeting
LOG_002234,61146,2025-02-10 16:39:52,Email,Organic_Direct
LOG_002235,33499,2025-02-11 13:15:53,Display Ads,Discount Offer
LOG_002236,96124,2025-02-11 18:28:56,Search Ads,Retargeting
LOG_002237,90897,2025-02-11 06:45:37,Email,Winter Sale
LOG_002238,34192,2025-02-10 16:18:02,Search Ads,Brand Awareness
LOG_002239,60844,2025-02-11 17:13:53,Display Ads,Brand Awareness
LOG_002240,55983,2025-02-11 15:49:15,Direct Traffic,Organic_Direct
LOG_002241,92989,2025-02-10 10:58:29,Search Ads,Brand Awareness
LOG_002242,93811,2025-02-11 12:22:37,Search Ads,Brand Awareness
LOG_002243,91360,2025-02-11 12:10:31,Email,Retargeting
LOG_002244,90001,2025-02-11 02:46:17,Display Ads,Organic_Direct
LOG_002245,18582,2025-02-11 00:27:07,Display Ads,Winter Sale
LOG_002246,68610,2025-02-10 13:21:53,Search Ads,Brand Awareness
LOG_002247,18490,2025-02-10 00:05:46,Search Ads,Retargeting
LOG_002248,17702,2025-02-11 04:49:51,Referral,Retargeting
LOG_002249,83993,2025-02-10 23:50:16,Display Ads,Organic_Direct
LOG_002250,28919,2025-02-11 04:35:32,Email,Organic_Direct
LOG_002251,36500,2025-02-11 16:35:25,Display Ads,Organic_Direct
LOG_002252,18582,2025-02-11 21:50:52,Referral,Organic_Direct
LOG_002253,60477,2025-02-11 01:16:38,Email,Brand Awareness
LOG_002254,61504,2025-02-10 19:07:34,Search Ads,Winter Sale
LOG_002255,64781,2025-02-11 10:56:23,Email,Organic_Direct
LOG_002256,51018,2025-02-11 02:16:47,Direct Traffic,Organic_Direct
LOG_002257,14398,2025-02-10 04:58:39,Direct Traffic,Organic_Direct
LOG_002258,51237,2025-02-11 22:01:07,Email,Discount Offer
LOG_002259,80298,2025-02-10 22:46:36,Direct Traffic,Organic_Direct
LOG_002260,99147,2025-02-11 10:49:51,Social Media,Discount Offer
LOG_002261,46988,2025-02-10 06:10:14,Search Ads,Winter Sale
LOG_002262,52520,2025-02-10 05:33:02,Social Media,Discount Offer
LOG_002263,89180,2025-02-11 14:19:17,Display Ads,Organic_Direct
LOG_002264,42360,2025-02-11 23:30:28,Display Ads,New Product Launch
LOG_002265,77286,2025-02-10 22:03:11,Search Ads,Discount Offer
LOG_002266,34310,2025-02-11 08:55:25,Direct Traffic,Organic_Direct
LOG_002267,27556,2025-02-11 21:27:57,Display Ads,Organic_Direct
LOG_002268,63192,2025-02-10 08:39:32,Search Ads,Discount Offer
LOG_002269,75557,2025-02-11 21:15:16,Direct Traffic,Organic_Direct
LOG_002270,55513,2025-02-10 07:14:34,Direct Traffic,Organic_Direct
LOG_002271,88818,2025-02-11 21:33:17,Direct Traffic,Organic_Direct
LOG_002272,99794,2025-02-11 23:19:05,Display Ads,Winter Sale
LOG_002273,10317,2025-02-10 08:17:38,Social Media,Organic_Direct
LOG_002274,63323,2025-02-11 03:44:38,Referral,Organic_Direct
LOG_002275,63505,2025-02-10 07:29:08,Search Ads,Brand Awareness
LOG_002276,17715,2025-02-10 18:10:54,Search Ads,Winter Sale
LOG_002277,62697,2025-02-10 02:37:26,Display Ads,Winter Sale
LOG_002278,37055,2025-02-11 08:30:36,Social Media,Discount Offer
LOG_002279,21824,2025-02-10 04:46:38,Direct Traffic,Organic_Direct
LOG_002280,86216,2025-02-11 21:39:50,Social Media,Organic_Direct
LOG_002281,25229,2025-02-10 06:39:50,Search Ads,Organic_Direct
LOG_002282,24161,2025-02-10 19:39:36,Referral,Discount Offer
LOG_002283,52408,2025-02-10 02:08:31,Direct Traffic,Organic_Direct
LOG_002284,93007,2025-02-10 05:21:51,Referral,Discount Offer
LOG_002285,53151,2025-02-11 05:45:13,Referral,Winter Sale
LOG_002286,75473,2025-02-10 01:40:10,Display Ads,Discount Offer
LOG_002287,29844,2025-02-11 03:06:02,Email,Discount Offer
LOG_002288,82038,2025-02-10 22:20:30,Direct Traffic,Organic_Direct
LOG_002289,26511,2025-02-11 10:18:06,Display Ads,Organic_Direct
LOG_002290,77968,2025-02-10 08:52:29,Social Media,Organic_Direct
LOG_002291,90897,2025-02-11 12:47:48,Display Ads,Winter Sale
LOG_002292,74884,2025-02-11 15:39:34,Referral,Retargeting
LOG_002293,71460,2025-02-10 13:21:23,Search Ads,New Product Launch
LOG_002294,41377,2025-02-11 19:29:44,Display Ads,Brand Awareness
LOG_002295,95303,2025-02-11 16:10:31,Email,Retargeting
LOG_002296,28511,2025-02-10 03:44:47,Email,Retargeting
LOG_002297,84567,2025-02-11 18:12:48,Email,Brand Awareness
LOG_002298,22863,2025-02-11 19:51:55,Email,Brand Awareness
LOG_002299,79796,2025-02-11 08:23:05,Email,Discount Offer
LOG_002300,12275,2025-02-10 08:39:31,Direct Traffic,Organic_Direct
LOG_002301,21584,2025-02-10 00:43:12,Direct Traffic,Organic_Direct
LOG_002302,79602,2025-02-11 10:05:57,Email,Discount Offer
LOG_002303,46179,2025-02-10 00:29:09,Social Media,Discount Offer
LOG_002304,63620,2025-02-10 13:08:13,Email,Winter Sale
LOG_002305,33979,2025-02-10 17:17:27,Referral,Retargeting
LOG_002306,93576,2025-02-10 16:11:34,Direct Traffic,Organic_Direct
LOG_002307,34672,2025-02-11 13:59:34,Referral,New Product Launch
LOG_002308,80549,2025-02-10 16:05:09,Referral,Brand Awareness
LOG_002309,10202,2025-02-10 10:05:57,Display Ads,New Product Launch
LOG_002310,80551,2025-02-11 07:40:51,Referral,Retargeting
LOG_002311,29809,2025-02-11 06:55:23,Search Ads,Retargeting
LOG_002312,40597,2025-02-10 11:47:10,Referral,Retargeting
LOG_002313,91449,2025-02-10 19:35:54,Search Ads,Organic_Direct
LOG_002314,35337,2025-02-11 09:38:29,Referral,New Product Launch
LOG_002315,85459,2025-02-11 08:49:11,Email,New Product Launch
LOG_002316,82764,2025-02-10 17:27:01,Email,Brand Awareness
LOG_002317,56363,2025-02-11 00:09:12,Email,Retargeting
LOG_002318,47566,2025-02-10 10:09:15,Display Ads,Retargeting
LOG_002319,56452,2025-02-11 14:00:08,Direct Traffic,Organic_Direct
LOG_002320,56075,2025-02-10 23:31:31,Search Ads,Retargeting
LOG_002321,79268,2025-02-10 23:01:12,Referral,Winter Sale
LOG_002322,51223,2025-02-11 06:26:08,Social Media,Retargeting
LOG_002323,77231,2025-02-11 09:46:28,Search Ads,Winter Sale
LOG_002324,23486,2025-02-10 18:27:48,Search Ads,Brand Awareness
LOG_002325,79207,2025-02-11 05:08:48,Referral,Organic_Direct
LOG_002326,46221,2025-02-11 17:22:34,Referral,Brand Awareness
LOG_002327,79408,2025-02-10 18:36:24,Display Ads,New Product Launch
LOG_002328,43398,2025-02-11 07:51:56,Direct Traffic,Organic_Direct
LOG_002329,52397,2025-02-11 23:05:21,Referral,Discount Offer
LOG_002330,22684,2025-02-10 03:02:02,Direct Traffic,Organic_Direct
LOG_002331,56968,2025-02-10 07:53:36,Direct Traffic,Organic_Direct
LOG_002332,86974,2025-02-10 07:15:12,Direct Traffic,Organic_Direct
LOG_002333,92565,2025-02-10 06:03:19,Search Ads,New Product Launch
LOG_002334,92565,2025-02-11 08:51:16,Direct Traffic,Organic_Direct
LOG_002335,76040,2025-02-11 02:58:48,Referral,New Product Launch
LOG_002336,67074,2025-02-11 03:51:56,Search Ads,Organic_Direct
LOG_002337,26824,2025-02-11 07:32:23,Email,Discount Offer
LOG_002338,94024,2025-02-10 06:10:09,Direct Traffic,Organic_Direct
LOG_002339,64541,2025-02-10 01:28:41,Social Media,Organic_Direct
LOG_002340,99627,2025-02-10 07:09:40,Search Ads,Discount Offer
LOG_002341,62035,2025-02-10 23:13:21,Direct Traffic,Organic_Direct
LOG_002342,25085,2025-02-11 21:17:19,Email,Retargeting
LOG_002343,74300,2025-02-11 15:56:29,Display Ads,Discount Offer
LOG_002344,33345,2025-02-10 19:49:17,Social Media,Organic_Direct
LOG_002345,87951,2025-02-10 16:28:42,Search Ads,Discount Offer
LOG_002346,92043,2025-02-10 05:20:18,Referral,New Product Launch
LOG_002347,41612,2025-02-11 20:35:04,Referral,Organic_Direct
LOG_002348,67860,2025-02-10 10:19:43,Display Ads,Brand Awareness
LOG_002349,49789,2025-02-10 16:47:13,Display Ads,Discount Offer
LOG_002350,18622,2025-02-11 20:21:58,Email,Organic_Direct
LOG_002351,28587,2025-02-10 22:07:56,Referral,Discount Offer
LOG_002352,44303,2025-02-11 12:52:47,Email,Organic_Direct
LOG_002353,71979,2025-02-11 04:01:26,Search Ads,Retargeting
LOG_002354,72929,2025-02-11 11:58:52,Social Media,Brand Awareness
LOG_002355,12217,2025-02-10 04:04:00,Email,New Product Launch
LOG_002356,50453,2025-02-11 17:51:46,Email,Retargeting
LOG_002357,29505,2025-02-11 17:58:01,Search Ads,Retargeting
LOG_002358,91612,2025-02-10 16:24:48,Email,Organic_Direct
LOG_002359,85422,2025-02-10 12:08:06,Search Ads,Organic_Direct
LOG_002360,96900,2025-02-10 00:16:36,Referral,New Product Launch
LOG_002361,70094,2025-02-11 05:41:49,Social Media,Winter Sale
LOG_002362,30987,2025-02-10 07:24:46,Email,New Product Launch
LOG_002363,56476,2025-02-11 07:00:14,Social Media,Retargeting
LOG_002364,31679,2025-02-10 10:34:15,Direct Traffic,Organic_Direct
LOG_002365,21788,2025-02-11 13:04:45,Email,Brand Awareness
LOG_002366,40517,2025-02-10 10:44:23,Display Ads,Discount Offer
LOG_002367,62061,2025-02-11 23:54:43,Referral,Retargeting
LOG_002368,62905,2025-02-10 17:13:32,Display Ads,Organic_Direct
LOG_002369,22280,2025-02-11 13:50:30,Search Ads,Discount Offer
LOG_002370,46954,2025-02-11 10:03:41,Email,New Product Launch
LOG_002371,91685,2025-02-10 10:04:49,Referral,Winter Sale
LOG_002372,65195,2025-02-11 21:39:51,Direct Traffic,Organic_Direct
LOG_002373,37474,2025-02-10 01:19:58,Display Ads,Brand Awareness
LOG_002374,17727,2025-02-11 18:47:38,Social Media,Organic_Direct
LOG_002375,37903,2025-02-10 21:05:34,Direct Traffic,Organic_Direct
LOG_002376,71979,2025-02-11 08:36:46,Referral,Winter Sale
LOG_002377,75328,2025-02-11 22:29:52,Display Ads,Winter Sale
LOG_002378,83481,2025-02-11 11:46:53,Direct Traffic,Organic_Direct
LOG_002379,79304,2025-02-10 03:06:19,Direct Traffic,Organic_Direct
LOG_002380,67074,2025-02-10 07:14:25,Referral,New Product Launch
LOG_002381,46977,2025-02-11 03:53:34,Search Ads,New Product Launch
LOG_002382,71026,2025-02-10 15:16:11,Referral,Organic_Direct
LOG_002383,15418,2025-02-11 16:42:11,Direct Traffic,Organic_Direct
LOG_002384,95745,2025-02-10 12:21:45,Referral,Winter Sale
LOG_002385,54044,2025-02-10 09:04:00,Direct Traffic,Organic_Direct
LOG_002386,52113,2025-02-10 01:32:13,Display Ads,Brand Awareness
LOG_002387,45758,2025-02-10 01:44:00,Search Ads,Retargeting
LOG_002388,76303,2025-02-11 11:34:34,Search Ads,Retargeting
LOG_002389,53582,2025-02-10 06:18:46,Referral,New Product Launch
LOG_002390,17634,2025-02-11 04:58:30,Direct Traffic,Organic_Direct
LOG_002391,51554,2025-02-10 03:26:29,Email,Retargeting
LOG_002392,86014,2025-02-10 17:12:19,Social Media,Discount Offer
LOG_002393,28729,2025-02-10 01:51:26,Email,Organic_Direct
LOG_002394,34073,2025-02-11 12:52:30,Display Ads,New Product Launch
LOG_002395,80602,2025-02-11 12:27:26,Display Ads,Discount Offer
LOG_002396,13775,2025-02-10 11:41:27,Direct Traffic,Organic_Direct
LOG_002397,70237,2025-02-11 15:36:26,Search Ads,Brand Awareness
LOG_002398,56993,2025-02-11 03:42:31,Display Ads,Brand Awareness
LOG_002399,65708,2025-02-10 11:10:07,Social Media,Retargeting
LOG_002400,43759,2025-02-11 17:07:18,Display Ads,New Product Launch
LOG_002401,83881,2025-02-11 17:55:04,Email,Discount Offer
LOG_002402,25254,2025-02-11 06:45:57,Referral,Retargeting
LOG_002403,25403,2025-02-11 00:32:15,Direct Traffic,Organic_Direct
LOG_002404,76645,2025-02-11 17:10:40,Email,Winter Sale
LOG_002405,53636,2025-02-10 07:19:10,Referral,New Product Launch
LOG_002406,73527,2025-02-11 00:48:03,Referral,Organic_Direct
LOG_002407,69904,2025-02-10 02:01:14,Direct Traffic,Organic_Direct
LOG_002408,47785,2025-02-10 15:05:46,Email,Brand Awareness
LOG_002409,19328,2025-02-11 20:50:01,Search Ads,New Product Launch
LOG_002410,69737,2025-02-10 20:17:36,Social Media,Discount Offer
LOG_002411,56007,2025-02-10 09:13:04,Display Ads,Discount Offer
LOG_002412,36135,2025-02-10 14:35:47,Referral,Retargeting
LOG_002413,44535,2025-02-11 17:34:16,Search Ads,New Product Launch
LOG_002414,17611,2025-02-11 19:52:06,Search Ads,Brand Awareness
LOG_002415,94607,2025-02-11 04:32:24,Display Ads,Brand Awareness
LOG_002416,32883,2025-02-10 23:24:46,Display Ads,Organic_Direct
LOG_002417,91512,2025-02-10 19:31:53,Email,New Product Launch
LOG_002418,94028,2025-02-11 09:42:45,Search Ads,Winter Sale
LOG_002419,73023,2025-02-10 13:23:19,Social Media,Organic_Direct
LOG_002420,93476,2025-02-10 04:35:18,Display Ads,Organic_Direct
LOG_002421,72244,2025-02-11 03:22:34,Email,Discount Offer
LOG_002422,69761,2025-02-10 18:55:23,Referral,Winter Sale
LOG_002423,86327,2025-02-10 07:49:51,Social Media,Brand Awareness
LOG_002424,16561,2025-02-10 04:29:05,Social Media,Discount Offer
LOG_002425,76328,2025-02-10 07:06:07,Social Media,Organic_Direct
LOG_002426,76328,2025-02-11 16:36:54,Email,Discount Offer
LOG_002427,81168,2025-02-11 21:09:51,Email,Brand Awareness
LOG_002428,25019,2025-02-11 14:51:10,Referral,Organic_Direct
LOG_002429,64870,2025-02-10 16:30:09,Email,Discount Offer
LOG_002430,74035,2025-02-11 18:09:54,Email,Organic_Direct
LOG_002431,14049,2025-02-10 21:34:01,Display Ads,Organic_Direct
LOG_002432,92904,2025-02-10 21:31:18,Display Ads,Organic_Direct
LOG_002433,23206,2025-02-10 21:28:12,Search Ads,Brand Awareness
LOG_002434,24845,2025-02-10 13:18:05,Display Ads,Brand Awareness
LOG_002435,43036,2025-02-10 21:36:23,Search Ads,Winter Sale
LOG_002436,80204,2025-02-11 00:06:35,Email,Organic_Direct
LOG_002437,68774,2025-02-11 03:22:07,Display Ads,New Product Launch
LOG_002438,24413,2025-02-10 04:36:21,Display Ads,Brand Awareness
LOG_002439,14782,2025-02-10 03:30:34,Display Ads,Discount Offer
LOG_002440,96285,2025-02-11 05:09:20,Display Ads,Brand Awareness
LOG_002441,82708,2025-02-10 23:22:09,Social Media,Organic_Direct
LOG_002442,86774,2025-02-11 13:28:19,Search Ads,Brand Awareness
LOG_002443,20916,2025-02-11 22:31:32,Direct Traffic,Organic_Direct
LOG_002444,89800,2025-02-11 23:04:04,Search Ads,New Product Launch
LOG_002445,45208,2025-02-10 22:37:35,Display Ads,Retargeting
LOG_002446,18448,2025-02-10 06:03:52,Social Media,Winter Sale
LOG_002447,14386,2025-02-11 03:48:47,Social Media,Organic_Direct
LOG_002448,34498,2025-02-11 18:18:07,Direct Traffic,Organic_Direct
LOG_002449,69779,2025-02-11 15:15:52,Search Ads,Discount Offer
LOG_002450,62229,2025-02-10 08:01:47,Referral,Organic_Direct
LOG_002451,68838,2025-02-11 00:29:34,Referral,Retargeting
LOG_002452,68700,2025-02-11 19:09:15,Email,Brand Awareness
LOG_002453,96237,2025-02-11 18:24:21,Social Media,Winter Sale
LOG_002454,49220,2025-02-11 12:53:49,Direct Traffic,Organic_Direct
LOG_002455,87345,2025-02-11 04:44:10,Display Ads,Discount Offer
LOG_002456,29837,2025-02-11 13:49:44,Referral,Brand Awareness
LOG_002457,19644,2025-02-10 19:51:49,Referral,Retargeting
LOG_002458,44827,2025-02-10 05:37:17,Referral,Retargeting
LOG_002459,76806,2025-02-10 03:36:35,Search Ads,Winter Sale
LOG_002460,52660,2025-02-11 10:23:22,Social Media,Discount Offer
LOG_002461,79835,2025-02-10 10:21:13,Search Ads,Winter Sale
LOG_002462,66854,2025-02-11 14:43:31,Social Media,New Product Launch
LOG_002463,51268,2025-02-11 16:50:40,Display Ads,New Product Launch
LOG_002464,15924,2025-02-11 00:57:30,Social Media,Winter Sale
LOG_002465,77231,2025-02-10 03:03:58,Display Ads,Organic_Direct
LOG_002466,74915,2025-02-10 15:56:02,Display Ads,Discount Offer
LOG_002467,69039,2025-02-10 21:48:52,Search Ads,Winter Sale
LOG_002468,30578,2025-02-10 23:50:16,Social Media,Discount Offer
LOG_002469,59840,2025-02-11 10:44:26,Referral,Winter Sale
LOG_002470,79883,2025-02-11 02:30:55,Search Ads,Brand Awareness
LOG_002471,58938,2025-02-10 19:48:36,Search Ads,New Product Launch
LOG_002472,14782,2025-02-11 13:56:13,Social Media,Discount Offer
LOG_002473,19759,2025-02-10 21:50:22,Email,Brand Awareness
LOG_002474,54549,2025-02-10 23:35:37,Direct Traffic,Organic_Direct
LOG_002475,85419,2025-02-11 18:49:49,Social Media,Brand Awareness
LOG_002476,56125,2025-02-10 16:19:20,Display Ads,Brand Awareness
LOG_002477,10317,2025-02-11 09:14:56,Search Ads,New Product Launch
LOG_002478,89128,2025-02-10 13:07:08,Referral,Winter Sale
LOG_002479,20510,2025-02-10 02:23:51,Social Media,Retargeting
LOG_002480,61019,2025-02-10 00:03:50,Direct Traffic,Organic_Direct
LOG_002481,12269,2025-02-10 18:19:23,Display Ads,Discount Offer
LOG_002482,43014,2025-02-11 04:42:53,Referral,Brand Awareness
LOG_002483,30582,2025-02-10 00:08:11,Email,Brand Awareness
LOG_002484,31308,2025-02-11 17:54:29,Direct Traffic,Organic_Direct
LOG_002485,20743,2025-02-11 15:37:09,Display Ads,Winter Sale
LOG_002486,46827,2025-02-11 07:25:48,Email,Discount Offer
LOG_002487,70272,2025-02-11 00:06:39,Email,Brand Awareness
LOG_002488,95114,2025-02-10 21:11:23,Display Ads,Retargeting
LOG_002489,49789,2025-02-10 20:49:12,Search Ads,Brand Awareness
LOG_002490,33601,2025-02-10 08:34:57,Email,Organic_Direct
LOG_002491,54821,2025-02-11 10:55:11,Display Ads,Organic_Direct
LOG_002492,42970,2025-02-10 05:38:19,Social Media,Retargeting
LOG_002493,12877,2025-02-11 08:45:07,Email,Retargeting
LOG_002494,17726,2025-02-11 00:42:00,Email,Winter Sale
LOG_002495,63323,2025-02-10 20:53:37,Email,Discount Offer
LOG_002496,49991,2025-02-11 12:53:06,Referral,Brand Awareness
LOG_002497,42809,2025-02-10 07:09:19,Email,Retargeting
LOG_002498,42610,2025-02-10 23:35:19,Direct Traffic,Organic_Direct
LOG_002499,72337,2025-02-11 00:42:10,Direct Traffic,Organic_Direct
LOG_002500,70604,2025-02-10 16:56:39,Direct Traffic,Organic_Direct
LOG_002501,46658,2025-02-11 18:55:05,Display Ads,Organic_Direct
LOG_002502,86658,2025-02-11 23:01:23,Referral,Discount Offer
LOG_002503,59390,2025-02-11 23:19:15,Social Media,New Product Launch
LOG_002504,68841,2025-02-11 16:29:13,Social Media,New Product Launch
LOG_002505,43065,2025-02-11 08:42:54,Social Media,Winter Sale
LOG_002506,81190,2025-02-11 08:11:58,Social Media,Retargeting
LOG_002507,69316,2025-02-10 12:48:53,Referral,Organic_Direct
LOG_002508,91019,2025-02-11 06:09:44,Display Ads,Organic_Direct
LOG_002509,63095,2025-02-11 12:12:50,Social Media,New Product Launch
LOG_002510,86414,2025-02-10 15:37:17,Display Ads,Winter Sale
LOG_002511,98242,2025-02-11 22:57:55,Email,Brand Awareness
LOG_002512,22917,2025-02-10 12:07:12,Display Ads,Discount Offer
LOG_002513,99093,2025-02-11 00:55:27,Search Ads,Winter Sale
LOG_002514,46988,2025-02-11 11:28:53,Direct Traffic,Organic_Direct
LOG_002515,32877,2025-02-10 00:50:27,Display Ads,Winter Sale
LOG_002516,92167,2025-02-11 07:06:55,Search Ads,New Product Launch
LOG_002517,74139,2025-02-10 15:13:52,Direct Traffic,Organic_Direct
LOG_002518,83798,2025-02-10 21:22:13,Search Ads,Winter Sale
LOG_002519,91051,2025-02-11 10:52:58,Email,Organic_Direct
LOG_002520,31439,2025-02-11 17:01:22,Social Media,Brand Awareness
LOG_002521,87851,2025-02-10 02:40:20,Direct Traffic,Organic_Direct
LOG_002522,45832,2025-02-10 10:15:36,Display Ads,Winter Sale
LOG_002523,63337,2025-02-10 01:00:39,Direct Traffic,Organic_Direct
LOG_002524,54259,2025-02-10 09:34:30,Direct Traffic,Organic_Direct
LOG_002525,97881,2025-02-11 02:55:17,Referral,Organic_Direct
LOG_002526,10374,2025-02-10 12:42:37,Email,New Product Launch
LOG_002527,88293,2025-02-10 20:21:37,Email,New Product Launch
LOG_002528,84567,2025-02-11 00:59:15,Referral,New Product Launch
LOG_002529,59109,2025-02-10 17:15:25,Referral,Winter Sale
LOG_002530,77597,2025-02-10 16:58:03,Direct Traffic,Organic_Direct
LOG_002531,30888,2025-02-11 04:23:04,Display Ads,Discount Offer
LOG_002532,35726,2025-02-10 05:58:02,Search Ads,New Product Launch
LOG_002533,27438,2025-02-11 20:57:54,Social Media,Organic_Direct
LOG_002534,68700,2025-02-11 19:33:25,Search Ads,Winter Sale
LOG_002535,90114,2025-02-10 03:34:10,Search Ads,Discount Offer
LOG_002536,39004,2025-02-10 06:53:24,Email,Organic_Direct
LOG_002537,60798,2025-02-11 21:08:39,Social Media,Brand Awareness
LOG_002538,82938,2025-02-11 01:16:53,Search Ads,Organic_Direct
LOG_002539,64705,2025-02-11 15:38:03,Social Media,New Product Launch
LOG_002540,27438,2025-02-11 16:50:58,Search Ads,Discount Offer
LOG_002541,62107,2025-02-11 21:35:09,Referral,Retargeting
LOG_002542,92621,2025-02-10 12:00:10,Social Media,Retargeting
LOG_002543,29368,2025-02-11 04:39:11,Referral,Organic_Direct
LOG_002544,38286,2025-02-10 12:01:56,Direct Traffic,Organic_Direct
